bid,btype,dated,trsource,destination,trip,route,pcount,snum,adults,child,revenue
37752,KSRTC,09-01-20,Ballari,Udupi,5,7,58,7,46,11,4079
44493,KSRTC,09-01-20,Chamarajanagar,Yadgir,5,10,57,7,45,11,3202
49717,KSRTC,09-01-20,Hassan,Bengaluru,4,7,55,4,44,11,3789
51603,KSRTC,09-01-20,Davangere,Kolar,3,10,58,7,46,11,4378
53840,KSRTC,09-01-20,Tumakuru,Bengaluru,4,9,60,5,48,12,4208
60746,KSRTC,09-01-20,Karwar,Kodagu,4,4,60,1,48,12,4093
61776,KSRTC,09-01-20,Mysuru,Tumakuru,4,9,56,8,44,11,4421
62172,KSRTC,09-01-20,Mysuru,Raichur,3,1,59,3,47,11,3592
63626,KSRTC,09-01-20,Davangere,Bidar,3,2,59,3,47,11,3129
64510,KSRTC,09-01-20,Karwar,Bidar,5,1,58,1,46,11,3157
69647,KSRTC,09-01-20,Bidar,Chikballapur,4,2,59,7,47,11,3091
70100,KSRTC,09-01-20,Bengaluru,Mandya,5,9,56,1,44,11,3371
71369,KSRTC,09-01-20,Udupi,Davangere,3,4,58,5,46,11,3303
73665,KSRTC,09-01-20,Bijapur,Belagavi,3,7,59,4,47,11,3982
73807,KSRTC,09-01-20,Karwar,Belagavi,4,2,58,3,46,11,3599
75714,KSRTC,09-01-20,Gulbarga,Chikballapur,1,9,57,6,45,11,4435
78282,KSRTC,09-01-20,Bidar,Chikkamagaluru,1,1,57,5,45,11,4218
82282,KSRTC,09-01-20,Davangere,Bengaluru,4,5,59,2,47,11,3868
84382,KSRTC,09-01-20,Ramanagara,Kodagu,5,8,59,4,47,11,3347
84666,KSRTC,09-01-20,Hassan,Hassan,5,2,56,4,44,11,3842
85099,KSRTC,09-01-20,Gadag,Bengaluru,5,5,56,5,44,11,3720
559,KSRTC,10-01-20,Kolar,Chitradurga,3,8,55,3,44,11,3075
1279,KSRTC,10-01-20,Yadgir,Mandya,5,9,55,7,44,11,4264
2094,KSRTC,10-01-20,Kolar,Chikballapur,4,10,59,3,47,11,4485
4927,KSRTC,10-01-20,Udupi,Mysuru,5,8,55,1,44,11,4369
7312,KSRTC,10-01-20,Mysuru,Chikballapur,2,4,57,1,45,11,3627
7786,KSRTC,10-01-20,Chikballapur,Tumakuru,3,4,56,3,44,11,3399
12442,KSRTC,10-01-20,Haveri,Koppal,1,6,56,7,44,11,3621
19458,KSRTC,10-01-20,Yadgir,Davangere,1,3,58,2,46,11,3395
19623,KSRTC,10-01-20,Kolar,Gulbarga,5,7,56,1,44,11,3333
21305,KSRTC,10-01-20,Mysuru,Raichur,4,10,58,1,46,11,4395
21552,KSRTC,10-01-20,Chikballapur,Shivamogga,2,9,59,4,47,11,3171
29679,KSRTC,10-01-20,Bagalkot,Ramanagara,1,4,60,2,48,12,3917
31679,KSRTC,10-01-20,Bengaluru,DakshinaKannada,4,10,57,3,45,11,4201
32952,KSRTC,10-01-20,Belagavi,Bagalkot,1,5,60,4,48,12,3548
33592,KSRTC,10-01-20,Gadag,Bengaluru,2,7,55,1,44,11,3569
34117,KSRTC,10-01-20,Belagavi,Bijapur,2,8,59,6,47,11,3267
35033,KSRTC,10-01-20,Belagavi,Kodagu,5,1,58,6,46,11,3155
37891,KSRTC,10-01-20,Chikkamagaluru,Bidar,4,1,55,1,44,11,3484
38831,KSRTC,10-01-20,Raichur,Chikkamagaluru,3,6,55,7,44,11,4425
39204,KSRTC,10-01-20,Gadag,Haveri,3,3,60,2,48,12,4447
39338,KSRTC,10-01-20,DakshinaKannada,Koppal,1,9,56,2,44,11,3160
39913,KSRTC,10-01-20,Gadag,Hassan,5,2,57,5,45,11,3905
46538,KSRTC,10-01-20,Mysuru,Raichur,1,7,58,1,46,11,3744
48753,KSRTC,10-01-20,Karwar,DakshinaKannada,1,9,58,3,46,11,4442
50627,KSRTC,10-01-20,Udupi,Dharwad,5,4,57,8,45,11,3200
53398,KSRTC,10-01-20,Davangere,Udupi,1,6,58,7,46,11,4467
54813,KSRTC,10-01-20,Raichur,Bengaluru,5,3,57,6,45,11,3564
58049,KSRTC,10-01-20,Bengaluru,Hassan,5,1,58,2,46,11,3083
58518,KSRTC,10-01-20,Bengaluru,Chamarajanagar,1,9,57,1,45,11,4015
60076,KSRTC,10-01-20,Ballari,Belagavi,5,6,58,7,46,11,4143
64812,KSRTC,10-01-20,DakshinaKannada,Bidar,2,2,60,2,48,12,3554
65686,KSRTC,10-01-20,Karwar,Bengaluru,2,5,59,1,47,11,4499
68181,KSRTC,10-01-20,Bijapur,Mandya,4,5,58,3,46,11,4456
72657,KSRTC,10-01-20,Bagalkot,Bagalkot,4,1,58,7,46,11,3574
73261,KSRTC,10-01-20,Bengaluru,Bengaluru,5,9,56,6,44,11,4115
74790,KSRTC,10-01-20,Bengaluru,Bidar,4,9,57,4,45,11,3734
78993,KSRTC,10-01-20,Gadag,Kodagu,3,9,57,7,45,11,4145
84743,KSRTC,10-01-20,Chikkamagaluru,Gadag,2,10,58,1,46,11,3107
85266,KSRTC,10-01-20,Gulbarga,Hassan,2,3,59,4,47,11,3130
967,KSRTC,11-01-20,Karwar,Raichur,4,5,57,8,45,11,4108
1189,KSRTC,11-01-20,Koppal,DakshinaKannada,1,3,56,8,44,11,4478
3306,KSRTC,11-01-20,Kolar,Chikballapur,2,6,60,6,48,12,3325
4158,KSRTC,11-01-20,Bijapur,Ballari,5,7,60,6,48,12,4089
5409,KSRTC,11-01-20,Yadgir,Bagalkot,3,6,59,7,47,11,4479
7304,KSRTC,11-01-20,Mandya,Tumakuru,5,5,56,4,44,11,3203
8652,KSRTC,11-01-20,Bengaluru,Bengaluru,4,8,58,8,46,11,3263
9353,KSRTC,11-01-20,Bengaluru,Ballari,2,5,59,4,47,11,4465
12587,KSRTC,11-01-20,DakshinaKannada,Bengaluru,3,7,60,8,48,12,3418
13374,KSRTC,11-01-20,Chamarajanagar,Davangere,4,10,57,8,45,11,4248
13770,KSRTC,11-01-20,Udupi,Shivamogga,5,3,60,4,48,12,4490
14118,KSRTC,11-01-20,Hassan,Bagalkot,2,1,56,5,44,11,3936
15147,KSRTC,11-01-20,Kodagu,Gadag,1,7,59,8,47,11,4455
20650,KSRTC,11-01-20,Ballari,Chitradurga,5,10,56,5,44,11,3550
25663,KSRTC,11-01-20,Hassan,Ramanagara,5,6,56,8,44,11,4029
27461,KSRTC,11-01-20,Kodagu,Ballari,4,7,60,7,48,12,4146
29100,KSRTC,11-01-20,Shivamogga,Mysuru,5,5,58,5,46,11,4483
30023,KSRTC,11-01-20,Belagavi,Ramanagara,3,3,59,7,47,11,3146
32258,KSRTC,11-01-20,Tumakuru,Bengaluru,3,5,58,7,46,11,3962
36659,KSRTC,11-01-20,Raichur,Dharwad,4,10,59,7,47,11,3636
37155,KSRTC,11-01-20,Kolar,DakshinaKannada,3,6,60,5,48,12,4376
37254,KSRTC,11-01-20,Mandya,Davangere,2,6,58,2,46,11,3848
38671,KSRTC,11-01-20,Kolar,Shivamogga,3,9,56,3,44,11,3371
38975,KSRTC,11-01-20,Haveri,Bagalkot,4,3,59,7,47,11,3419
40836,KSRTC,11-01-20,Belagavi,Haveri,3,3,55,3,44,11,3904
40947,KSRTC,11-01-20,Gulbarga,Koppal,4,9,58,1,46,11,3103
42427,KSRTC,11-01-20,Bagalkot,Chikballapur,2,4,56,1,44,11,3973
42525,KSRTC,11-01-20,Hassan,Belagavi,2,1,55,2,44,11,3021
51668,KSRTC,11-01-20,Shivamogga,Chamarajanagar,3,6,58,2,46,11,3290
52428,KSRTC,11-01-20,Hassan,Dharwad,3,5,60,5,48,12,4353
58832,KSRTC,11-01-20,Ballari,Belagavi,3,5,55,1,44,11,4281
58929,KSRTC,11-01-20,Bengaluru,Mysuru,3,5,59,6,47,11,4034
59119,KSRTC,11-01-20,Shivamogga,Ramanagara,2,5,57,6,45,11,3271
59631,KSRTC,11-01-20,Chikkamagaluru,Bengaluru,3,7,60,1,48,12,3975
60475,KSRTC,11-01-20,Gadag,Ramanagara,2,6,55,7,44,11,3924
60905,KSRTC,11-01-20,Bengaluru,Haveri,2,8,60,7,48,12,3436
63624,KSRTC,11-01-20,Bengaluru,Koppal,1,9,55,7,44,11,3426
64333,KSRTC,11-01-20,Udupi,Belagavi,4,7,60,7,48,12,4229
65070,KSRTC,11-01-20,Koppal,Mandya,4,6,57,6,45,11,4452
65377,KSRTC,11-01-20,Shivamogga,Bijapur,5,8,57,3,45,11,4356
69108,KSRTC,11-01-20,Udupi,Hassan,3,9,57,8,45,11,4186
70640,KSRTC,11-01-20,Shivamogga,Hassan,1,1,55,2,44,11,3278
71342,KSRTC,11-01-20,Davangere,Kolar,3,10,58,1,46,11,3514
72831,KSRTC,11-01-20,Bidar,Kodagu,5,9,60,5,48,12,3512
76538,KSRTC,11-01-20,DakshinaKannada,Bijapur,3,3,58,7,46,11,4356
77758,KSRTC,11-01-20,Hassan,Raichur,1,7,56,6,44,11,3283
77884,KSRTC,11-01-20,Dharwad,Kolar,1,9,59,7,47,11,3041
78275,KSRTC,11-01-20,Chikballapur,Bijapur,4,8,56,5,44,11,3039
78434,KSRTC,11-01-20,Tumakuru,Koppal,2,1,57,8,45,11,3449
78734,KSRTC,11-01-20,Raichur,Yadgir,3,6,57,3,45,11,4268
8095,KSRTC,12-01-20,Hassan,Chikkamagaluru,1,9,57,8,45,11,3495
8183,KSRTC,12-01-20,Udupi,Koppal,2,4,56,5,44,11,3120
9020,KSRTC,12-01-20,Belagavi,Ramanagara,5,4,58,4,46,11,3272
9102,KSRTC,12-01-20,Chikkamagaluru,Dharwad,1,7,60,5,48,12,3159
10221,KSRTC,12-01-20,Chikballapur,Haveri,3,10,59,6,47,11,3307
10260,KSRTC,12-01-20,Gadag,Bengaluru,2,8,59,2,47,11,4455
10652,KSRTC,12-01-20,Ballari,DakshinaKannada,4,8,56,7,44,11,3498
13545,KSRTC,12-01-20,Davangere,Kolar,5,3,59,2,47,11,4399
17675,KSRTC,12-01-20,Chitradurga,Udupi,1,6,55,8,44,11,3250
21840,KSRTC,12-01-20,DakshinaKannada,Bengaluru,5,5,59,7,47,11,3816
25338,KSRTC,12-01-20,Chamarajanagar,Kolar,1,10,57,7,45,11,3877
27771,KSRTC,12-01-20,Davangere,Mandya,5,4,56,1,44,11,3410
28837,KSRTC,12-01-20,Dharwad,Bengaluru,4,9,59,6,47,11,3057
32049,KSRTC,12-01-20,Kolar,Chitradurga,4,5,56,3,44,11,4364
32627,KSRTC,12-01-20,Koppal,Chikballapur,4,5,55,6,44,11,3181
34677,KSRTC,12-01-20,Haveri,Mysuru,4,3,60,4,48,12,3488
36753,KSRTC,12-01-20,Koppal,Koppal,3,7,55,8,44,11,4000
38751,KSRTC,12-01-20,Chikballapur,Bijapur,4,1,59,8,47,11,3970
39275,KSRTC,12-01-20,Raichur,Hassan,2,1,55,2,44,11,3747
50143,KSRTC,12-01-20,Yadgir,Yadgir,1,7,55,5,44,11,3196
50586,KSRTC,12-01-20,Koppal,Chamarajanagar,5,7,59,7,47,11,3148
51829,KSRTC,12-01-20,Kolar,DakshinaKannada,4,8,59,6,47,11,4203
54814,KSRTC,12-01-20,Bidar,Kolar,5,2,55,5,44,11,3798
57332,KSRTC,12-01-20,DakshinaKannada,Bengaluru,1,5,60,3,48,12,3749
61417,KSRTC,12-01-20,Udupi,Mandya,4,1,55,2,44,11,3939
63350,KSRTC,12-01-20,Raichur,Mandya,1,9,57,8,45,11,3926
65215,KSRTC,12-01-20,Udupi,Yadgir,2,5,58,2,46,11,3490
67740,KSRTC,12-01-20,Tumakuru,Bidar,2,9,58,4,46,11,3412
69227,KSRTC,12-01-20,Belagavi,Gadag,3,4,58,5,46,11,3925
71887,KSRTC,12-01-20,Bagalkot,Udupi,1,6,58,1,46,11,3400
76798,KSRTC,12-01-20,Bidar,Bijapur,2,7,56,6,44,11,3365
77205,KSRTC,12-01-20,Ballari,Bidar,4,5,56,2,44,11,3399
77643,KSRTC,12-01-20,Kodagu,Bagalkot,1,4,56,5,44,11,4080
80660,KSRTC,12-01-20,Hassan,Chamarajanagar,5,7,57,7,45,11,3190
80906,KSRTC,12-01-20,Bagalkot,Haveri,4,1,60,7,48,12,3860
82948,KSRTC,12-01-20,Shivamogga,Mandya,2,1,57,8,45,11,3063
2720,KSRTC,13-01-20,Yadgir,Karwar,2,2,57,5,45,11,3186
3430,KSRTC,13-01-20,Kodagu,Gulbarga,5,3,57,7,45,11,4017
6733,KSRTC,13-01-20,Udupi,Chitradurga,1,3,60,4,48,12,3873
10382,KSRTC,13-01-20,Mysuru,Bengaluru,5,5,58,5,46,11,4467
11450,KSRTC,13-01-20,Tumakuru,Udupi,1,5,55,7,44,11,3110
14526,KSRTC,13-01-20,Chikballapur,Dharwad,5,1,55,5,44,11,3582
15092,KSRTC,13-01-20,Mysuru,Chikballapur,3,8,60,2,48,12,4136
15323,KSRTC,13-01-20,Bengaluru,Bijapur,4,9,56,6,44,11,3450
19246,KSRTC,13-01-20,Kolar,DakshinaKannada,4,10,60,4,48,12,4383
20314,KSRTC,13-01-20,Mandya,Gulbarga,4,7,58,3,46,11,3029
23425,KSRTC,13-01-20,Davangere,Chikballapur,2,3,58,2,46,11,3449
24644,KSRTC,13-01-20,Bijapur,Bagalkot,2,3,56,2,44,11,4211
25556,KSRTC,13-01-20,Haveri,Kodagu,3,10,55,5,44,11,3905
29149,KSRTC,13-01-20,Hassan,Ramanagara,1,7,55,2,44,11,4409
35861,KSRTC,13-01-20,Bijapur,Haveri,3,7,57,5,45,11,3524
37019,KSRTC,13-01-20,Bengaluru,Ramanagara,3,8,59,8,47,11,3665
37272,KSRTC,13-01-20,Udupi,Bidar,1,6,58,7,46,11,4238
37844,KSRTC,13-01-20,DakshinaKannada,Davangere,5,7,59,5,47,11,4179
39237,KSRTC,13-01-20,Bijapur,DakshinaKannada,1,5,55,1,44,11,4025
45424,KSRTC,13-01-20,Ballari,Bengaluru,5,8,55,3,44,11,3415
46648,KSRTC,13-01-20,DakshinaKannada,Gadag,3,1,57,4,45,11,3273
46800,KSRTC,13-01-20,Shivamogga,Bengaluru,5,8,57,6,45,11,3502
50622,KSRTC,13-01-20,Gadag,Davangere,4,8,56,3,44,11,4183
51955,KSRTC,13-01-20,Ramanagara,Mandya,1,3,59,5,47,11,3942
52307,KSRTC,13-01-20,Udupi,Kodagu,5,2,59,6,47,11,3360
53176,KSRTC,13-01-20,Tumakuru,Gadag,2,7,59,5,47,11,4330
53559,KSRTC,13-01-20,Chikballapur,Belagavi,1,3,57,5,45,11,3464
55718,KSRTC,13-01-20,Ramanagara,Chamarajanagar,3,1,56,5,44,11,4017
57435,KSRTC,13-01-20,Shivamogga,Chitradurga,2,9,60,7,48,12,3897
58228,KSRTC,13-01-20,Mysuru,Tumakuru,5,8,56,7,44,11,3927
63681,KSRTC,13-01-20,Chitradurga,Udupi,2,5,59,8,47,11,3569
64044,KSRTC,13-01-20,Davangere,Chitradurga,3,8,60,7,48,12,4464
70797,KSRTC,13-01-20,Chikkamagaluru,Udupi,1,5,57,3,45,11,3566
73146,KSRTC,13-01-20,Chitradurga,DakshinaKannada,3,3,59,5,47,11,4448
1834,KSRTC,14-01-20,Ramanagara,Chitradurga,3,4,56,5,44,11,3789
2593,KSRTC,14-01-20,Ramanagara,Haveri,5,6,58,5,46,11,4427
5289,KSRTC,14-01-20,Shivamogga,Bidar,1,8,55,3,44,11,3173
7487,KSRTC,14-01-20,Chikballapur,Mysuru,3,3,58,8,46,11,4471
12331,KSRTC,14-01-20,Gadag,Haveri,4,7,59,6,47,11,3410
13132,KSRTC,14-01-20,Bijapur,Chikkamagaluru,3,2,55,7,44,11,3234
13478,KSRTC,14-01-20,Gulbarga,Bidar,3,6,59,2,47,11,3719
16099,KSRTC,14-01-20,Ramanagara,Kolar,3,10,57,7,45,11,4272
16403,KSRTC,14-01-20,Chikballapur,Karwar,4,8,55,5,44,11,3839
19300,KSRTC,14-01-20,Yadgir,Mysuru,3,9,58,3,46,11,3148
19860,KSRTC,14-01-20,Haveri,Chitradurga,5,2,58,6,46,11,3591
20890,KSRTC,14-01-20,Haveri,Gadag,1,1,55,8,44,11,3424
21412,KSRTC,14-01-20,Dharwad,Udupi,3,2,58,6,46,11,4316
22314,KSRTC,14-01-20,Chitradurga,Bengaluru,5,7,57,2,45,11,3760
24058,KSRTC,14-01-20,DakshinaKannada,Mandya,3,10,59,2,47,11,3690
27796,KSRTC,14-01-20,Davangere,Chitradurga,5,8,57,2,45,11,3041
31778,KSRTC,14-01-20,Chitradurga,Koppal,1,3,55,6,44,11,3613
33587,KSRTC,14-01-20,Bagalkot,Hassan,3,8,55,6,44,11,3070
33702,KSRTC,14-01-20,Udupi,Bidar,5,3,55,6,44,11,4107
34343,KSRTC,14-01-20,Raichur,Koppal,4,3,59,3,47,11,4421
38441,KSRTC,14-01-20,Bagalkot,Shivamogga,5,3,59,3,47,11,3892
38592,KSRTC,14-01-20,Udupi,Mandya,4,2,58,2,46,11,3629
40960,KSRTC,14-01-20,Haveri,Kodagu,1,2,56,2,44,11,3036
41215,KSRTC,14-01-20,Yadgir,Chikkamagaluru,1,4,56,5,44,11,3982
45549,KSRTC,14-01-20,Chitradurga,Belagavi,1,3,57,1,45,11,4285
49177,KSRTC,14-01-20,Dharwad,Bidar,2,5,57,7,45,11,3050
51941,KSRTC,14-01-20,Udupi,Karwar,4,4,55,7,44,11,3788
53291,KSRTC,14-01-20,Gadag,Raichur,3,5,57,7,45,11,3035
53329,KSRTC,14-01-20,Belagavi,Bidar,4,5,55,2,44,11,4085
53453,KSRTC,14-01-20,Bijapur,Koppal,2,7,56,1,44,11,3709
54289,KSRTC,14-01-20,Gadag,Belagavi,1,7,55,7,44,11,3412
54747,KSRTC,14-01-20,Kolar,Karwar,1,3,60,1,48,12,3652
55057,KSRTC,14-01-20,Raichur,Dharwad,3,4,56,3,44,11,3608
63008,KSRTC,14-01-20,Bagalkot,Chikkamagaluru,1,8,56,3,44,11,4023
65277,KSRTC,14-01-20,Kolar,Davangere,1,2,56,1,44,11,4444
65799,KSRTC,14-01-20,Shivamogga,Dharwad,3,7,55,8,44,11,4000
67449,KSRTC,14-01-20,Raichur,Yadgir,4,3,59,5,47,11,3577
69862,KSRTC,14-01-20,Koppal,Chikkamagaluru,5,9,57,1,45,11,3774
71200,KSRTC,14-01-20,Bijapur,Bengaluru,1,6,58,6,46,11,3419
71434,KSRTC,14-01-20,Gadag,Chamarajanagar,3,7,56,5,44,11,3394
74393,KSRTC,14-01-20,Udupi,Bengaluru,5,7,55,8,44,11,3972
74637,KSRTC,14-01-20,Hassan,Bengaluru,5,4,57,8,45,11,3144
75094,KSRTC,14-01-20,Raichur,Belagavi,4,3,59,8,47,11,3241
76164,KSRTC,14-01-20,Tumakuru,Shivamogga,1,4,56,1,44,11,3827
76791,KSRTC,14-01-20,Shivamogga,DakshinaKannada,1,10,57,6,45,11,4211
78887,KSRTC,14-01-20,Bidar,Dharwad,4,9,60,8,48,12,3907
80075,KSRTC,14-01-20,Hassan,Ballari,1,3,60,8,48,12,3039
80123,KSRTC,14-01-20,Kolar,Chitradurga,4,10,59,2,47,11,3947
82484,KSRTC,14-01-20,Gulbarga,Dharwad,4,6,59,4,47,11,4430
84030,KSRTC,14-01-20,Bijapur,Shivamogga,4,10,59,7,47,11,4482
3095,KSRTC,15-01-20,Dharwad,Gulbarga,1,9,59,1,47,11,4195
6003,KSRTC,15-01-20,Kodagu,DakshinaKannada,1,8,55,3,44,11,3205
6414,KSRTC,15-01-20,Bidar,Chikballapur,5,6,56,5,44,11,3754
6950,KSRTC,15-01-20,Bidar,Karwar,5,4,60,1,48,12,4005
8223,KSRTC,15-01-20,Ramanagara,Hassan,2,8,55,8,44,11,3861
8812,KSRTC,15-01-20,Gulbarga,Bijapur,4,9,60,8,48,12,4366
9480,KSRTC,15-01-20,Bidar,Hassan,2,4,57,4,45,11,3659
10333,KSRTC,15-01-20,Udupi,Mandya,4,6,58,5,46,11,4192
11743,KSRTC,15-01-20,Mysuru,Tumakuru,4,10,60,8,48,12,4429
13887,KSRTC,15-01-20,Raichur,Chikballapur,2,3,58,2,46,11,3382
13937,KSRTC,15-01-20,Davangere,Chikkamagaluru,3,9,59,2,47,11,4323
15414,KSRTC,15-01-20,Gadag,Mandya,5,7,55,3,44,11,3771
16121,KSRTC,15-01-20,Kolar,Mandya,1,5,55,3,44,11,4106
17872,KSRTC,15-01-20,Raichur,DakshinaKannada,3,7,58,1,46,11,3210
20008,KSRTC,15-01-20,Bengaluru,Gulbarga,5,2,56,2,44,11,3412
20535,KSRTC,15-01-20,Koppal,Hassan,2,9,57,4,45,11,3560
22233,KSRTC,15-01-20,Chikballapur,Dharwad,2,10,58,8,46,11,3996
24921,KSRTC,15-01-20,Chamarajanagar,Mysuru,2,4,59,7,47,11,3845
25060,KSRTC,15-01-20,Bidar,Bengaluru,2,2,58,7,46,11,3168
25596,KSRTC,15-01-20,Gadag,DakshinaKannada,4,3,58,6,46,11,3833
27336,KSRTC,15-01-20,Ballari,Dharwad,2,5,60,6,48,12,4289
29248,KSRTC,15-01-20,Shivamogga,Gadag,1,3,56,4,44,11,3648
30299,KSRTC,15-01-20,Hassan,Koppal,2,3,58,6,46,11,4359
31280,KSRTC,15-01-20,Bagalkot,Gadag,2,8,59,8,47,11,3063
31830,KSRTC,15-01-20,DakshinaKannada,Chitradurga,5,3,55,7,44,11,4097
31870,KSRTC,15-01-20,Bijapur,Koppal,4,10,58,8,46,11,3341
32168,KSRTC,15-01-20,Karwar,Tumakuru,2,7,58,7,46,11,4054
34699,KSRTC,15-01-20,Koppal,Bengaluru,5,5,60,4,48,12,3093
35083,KSRTC,15-01-20,Raichur,Haveri,2,10,58,6,46,11,3340
35248,KSRTC,15-01-20,Bengaluru,Chikkamagaluru,1,10,59,4,47,11,3527
37666,KSRTC,15-01-20,Kolar,Bijapur,3,8,57,1,45,11,3201
38634,KSRTC,15-01-20,Hassan,Gulbarga,3,10,58,7,46,11,4473
40080,KSRTC,15-01-20,Chikkamagaluru,Koppal,1,10,60,6,48,12,3056
42971,KSRTC,15-01-20,Belagavi,Bijapur,1,1,59,5,47,11,3852
46145,KSRTC,15-01-20,Chamarajanagar,Gadag,2,1,55,4,44,11,4302
47708,KSRTC,15-01-20,Koppal,Koppal,2,2,59,1,47,11,3653
50370,KSRTC,15-01-20,Davangere,Bijapur,2,1,60,5,48,12,3389
51238,KSRTC,15-01-20,Bengaluru,Hassan,3,2,60,7,48,12,4209
51359,KSRTC,15-01-20,Chitradurga,Mysuru,4,10,60,3,48,12,4239
51642,KSRTC,15-01-20,Chamarajanagar,Mysuru,1,2,57,8,45,11,3763
51731,KSRTC,15-01-20,Ramanagara,Bijapur,4,10,58,7,46,11,3528
51848,KSRTC,15-01-20,Chamarajanagar,Bidar,5,3,58,7,46,11,4107
53983,KSRTC,15-01-20,Tumakuru,Davangere,4,9,57,1,45,11,4411
57930,KSRTC,15-01-20,Karwar,Karwar,4,8,57,5,45,11,3787
57960,KSRTC,15-01-20,Raichur,Chikballapur,1,6,55,5,44,11,4172
58520,KSRTC,15-01-20,Koppal,Tumakuru,2,7,60,6,48,12,4165
59457,KSRTC,15-01-20,Udupi,Bengaluru,5,10,60,1,48,12,3165
60937,KSRTC,15-01-20,Chitradurga,Koppal,2,8,57,2,45,11,3991
61560,KSRTC,15-01-20,Dharwad,Dharwad,5,2,57,6,45,11,4043
63442,KSRTC,15-01-20,Bengaluru,Chikballapur,2,4,57,6,45,11,4348
63726,KSRTC,15-01-20,Koppal,Bengaluru,3,6,55,3,44,11,3475
64475,KSRTC,15-01-20,Gadag,Mandya,5,10,55,5,44,11,3049
66785,KSRTC,15-01-20,Gulbarga,Koppal,5,6,56,3,44,11,3239
67402,KSRTC,15-01-20,Chamarajanagar,Shivamogga,3,10,59,4,47,11,3539
67974,KSRTC,15-01-20,Gulbarga,Haveri,5,6,60,7,48,12,3157
69681,KSRTC,15-01-20,Haveri,Raichur,4,3,59,5,47,11,3275
73329,KSRTC,15-01-20,Gadag,Bengaluru,5,3,58,8,46,11,3344
73629,KSRTC,15-01-20,Chikballapur,Ballari,3,3,59,2,47,11,4046
76032,KSRTC,15-01-20,Bijapur,Chikkamagaluru,5,5,59,4,47,11,3336
78740,KSRTC,15-01-20,Kodagu,Ballari,5,1,57,4,45,11,4427
78988,KSRTC,15-01-20,Shivamogga,Dharwad,5,4,59,8,47,11,4190
79127,KSRTC,15-01-20,Bidar,Bijapur,1,3,55,6,44,11,3868
79520,KSRTC,15-01-20,Dharwad,Bengaluru,2,10,58,1,46,11,3331
80598,KSRTC,15-01-20,Raichur,Dharwad,2,4,60,4,48,12,4217
83380,KSRTC,15-01-20,Ballari,Bengaluru,5,7,57,4,45,11,3868
5013,KSRTC,16-01-20,Bijapur,Shivamogga,3,6,60,6,48,12,3280
6063,KSRTC,16-01-20,Bengaluru,Kolar,2,4,55,5,44,11,3449
7052,KSRTC,16-01-20,Davangere,Chikballapur,5,6,58,2,46,11,4079
7328,KSRTC,16-01-20,Bengaluru,Karwar,5,3,56,7,44,11,3315
7416,KSRTC,16-01-20,Bagalkot,Mysuru,2,7,56,6,44,11,3864
8269,KSRTC,16-01-20,Bijapur,Chitradurga,3,9,57,8,45,11,4403
12098,KSRTC,16-01-20,Udupi,Koppal,2,7,59,7,47,11,4496
12731,KSRTC,16-01-20,Bijapur,Koppal,2,8,59,7,47,11,3607
14057,KSRTC,16-01-20,Bengaluru,Bengaluru,5,7,58,7,46,11,4227
17521,KSRTC,16-01-20,Chamarajanagar,Raichur,5,5,56,1,44,11,3691
19237,KSRTC,16-01-20,Chamarajanagar,Mysuru,1,5,57,8,45,11,3923
19563,KSRTC,16-01-20,Bengaluru,Mysuru,2,1,57,2,45,11,3013
25076,KSRTC,16-01-20,Chitradurga,Raichur,1,5,55,4,44,11,4152
25215,KSRTC,16-01-20,Mysuru,Chitradurga,5,10,59,7,47,11,3443
26665,KSRTC,16-01-20,Shivamogga,Hassan,5,7,57,4,45,11,4379
28232,KSRTC,16-01-20,Raichur,Chitradurga,2,4,55,6,44,11,4009
29421,KSRTC,16-01-20,Tumakuru,Bijapur,3,4,60,6,48,12,3115
34971,KSRTC,16-01-20,Gulbarga,Hassan,3,1,57,5,45,11,4007
34992,KSRTC,16-01-20,Haveri,Bagalkot,2,5,57,7,45,11,4157
36735,KSRTC,16-01-20,Haveri,Chikkamagaluru,5,4,60,4,48,12,3574
36988,KSRTC,16-01-20,Yadgir,Bidar,3,10,57,7,45,11,4168
37709,KSRTC,16-01-20,Bijapur,Chitradurga,3,3,56,8,44,11,3872
39096,KSRTC,16-01-20,Chitradurga,Kodagu,1,1,55,6,44,11,3411
40326,KSRTC,16-01-20,Koppal,Bagalkot,4,3,55,1,44,11,4176
40728,KSRTC,16-01-20,Davangere,Raichur,5,4,56,2,44,11,3234
43123,KSRTC,16-01-20,Gadag,Shivamogga,1,2,58,6,46,11,3140
46257,KSRTC,16-01-20,Ballari,DakshinaKannada,4,9,56,2,44,11,3172
51785,KSRTC,16-01-20,Bijapur,Ramanagara,1,5,59,3,47,11,3355
53239,KSRTC,16-01-20,Bijapur,Dharwad,5,7,57,5,45,11,3640
56065,KSRTC,16-01-20,Hassan,Raichur,3,4,58,2,46,11,3309
57022,KSRTC,16-01-20,Koppal,Davangere,5,2,58,1,46,11,3773
60417,KSRTC,16-01-20,Kodagu,Mandya,2,4,57,5,45,11,3651
62088,KSRTC,16-01-20,Haveri,Bidar,2,7,60,1,48,12,3794
62748,KSRTC,16-01-20,Chikballapur,Chikballapur,1,10,58,4,46,11,4441
64731,KSRTC,16-01-20,Hassan,Dharwad,4,7,57,5,45,11,3127
